market_name,city,Geography,state
Colorado Area,Estes Park,Larimer County (CO),CO
Colorado Area,Estes Park,,CO
Colorado Area,Evans,Weld County (CO),CO
Colorado Area,Firestone,Weld County (CO),CO
Colorado Area,Firestone,,CO
Colorado Area,Fort Collins,Larimer County (CO),CO
Colorado Area,Fort Collins,,CO
Colorado Area,Fort Morgan,Morgan County (CO),CO
Colorado Area,Frisco,,CO
Colorado Area,Fruita,Mesa County (CO),CO
Colorado Area,Glenwood Springs,Garfield County (CO),CO
Colorado Area,Grand Junction,Mesa County (CO),CO
Colorado Area,Grand Junction,,CO
Colorado Area,Greeley,Weld County (CO),CO
Colorado Area,Gunnison,Gunnison County (CO),CO
Colorado Area,Johnstown,,CO
Colorado Area,La Junta,Otero County (CO),CO
Colorado Area,Lamar,,CO
Colorado Area,Leadville,,CO
Colorado Area,Limon,Lincoln County (CO),CO
Colorado Area,Limon,,CO
Colorado Area,Longmont,Weld County (CO),CO
Colorado Area,Longmont,,CO
Colorado Area,Louisville,Boulder County (CO),CO
Colorado Area,Loveland,Larimer County (CO),CO
Colorado Area,Loveland,,CO
Colorado Area,Montrose,Montrose County (CO),CO
Colorado Area,Montrose,,CO
Colorado Area,Ouray,Ouray County (CO),CO
Colorado Area,Pagosa Springs,Archuleta County (CO),CO
Colorado Area,Pueblo,Pueblo County (CO),CO
Colorado Area,Pueblo West,Pueblo County (CO),CO
Colorado Area,Rifle,Garfield County (CO),CO
Colorado Area,Salida,Chaffee County (CO),CO
Colorado Area,Silverthorne,Summit County (CO),CO
Colorado Area,South Fork,,CO
Colorado Area,Steamboat Springs,Routt County (CO),CO
Colorado Area,Sterling,Logan County (CO),CO
Colorado Area,Trinidad,Las Animas County (CO),CO
"Colorado Springs, CO",Colorado Springs,El Paso County (CO),CO
"Colorado Springs, CO",Colorado Springs,,CO
"Colorado Springs, CO",Manitou Springs,El Paso County (CO),CO
"Columbia, SC",Blythewood,Richland County (SC),SC
"Columbia, SC",Cayce,Lexington County (SC),SC
"Columbia, SC",Columbia,Lexington County (SC),SC
"Columbia, SC",Columbia,Richland County (SC),SC
"Columbia, SC",Columbia,,SC
"Columbia, SC",Lexington,Lexington County (SC),SC
"Columbia, SC",Lexington,,SC
"Columbia, SC",West Columbia,Lexington County (SC),SC
"Columbia, SC",West Columbia,,SC
"Columbus, OH",Circleville,Pickaway County (OH),OH
"Columbus, OH",Circleville,,OH
"Columbus, OH",Columbus,Delaware County (OH),OH
"Columbus, OH",Columbus,Franklin County (OH),OH
"Columbus, OH",Columbus,,OH
"Columbus, OH",Delaware,Delaware County (OH),OH
"Columbus, OH",Dublin,Franklin County (OH),OH
"Columbus, OH",Grove City,Franklin County (OH),OH
"Columbus, OH",Grove City,,OH
"Columbus, OH",Groveport,,OH
"Columbus, OH",Heath,,OH
"Columbus, OH",Hilliard,,OH
"Columbus, OH",Obetz,Franklin County (OH),OH
"Columbus, OH",Pickerington,Fairfield County (OH),OH
"Columbus, OH",Reynoldsburg,,OH
"Columbus, OH",Worthington,Franklin County (OH),OH
Connecticut Area,Branford,New Haven County (CT),CT
Connecticut Area,Danbury,Fairfield County (CT),CT
Connecticut Area,Dayville,Windham County (CT),CT
Connecticut Area,East Haven,New Haven County (CT),CT
Connecticut Area,Griswold,,CT
Connecticut Area,Groton,New London County (CT),CT
Connecticut Area,Guilford,New Haven County (CT),CT
Connecticut Area,Hamden,New Haven County (CT),CT
Connecticut Area,Meriden,New Haven County (CT),CT
Connecticut Area,Mystic,New London County (CT),CT
Connecticut Area,Naugatuck,New Haven County (CT),CT
Connecticut Area,New London,New London County (CT),CT
Connecticut Area,Niantic,New London County (CT),CT
Connecticut Area,Norwich,,CT
Connecticut Area,Plainfield,Windham County (CT),CT
Connecticut Area,Stratford,Fairfield County (CT),CT
Connecticut Area,Waterbury,New Haven County (CT),CT
Connecticut Area,Waterford,New London County (CT),CT
Connecticut Area,West Haven,New Haven County (CT),CT
"Dallas, TX",Addison,Dallas County (TX),TX
"Dallas, TX",Allen,,TX
"Dallas, TX",Carrollton,Dallas County (TX),TX
"Dallas, TX",Cedar Hill,,TX
"Dallas, TX",Corinth,Denton County (TX),TX
"Dallas, TX",Dallas,Dallas County (TX),TX
"Dallas, TX",Dallas,,TX
"Dallas, TX",Denton,Denton County (TX),TX
"Dallas, TX",Denton,,TX
"Dallas, TX",Desoto,,TX
"Dallas, TX",Ennis,Ellis County (TX),TX
"Dallas, TX",Frisco,Denton County (TX),TX
"Dallas, TX",Garland,Dallas County (TX),TX
"Dallas, TX",Grand Prairie,Dallas County (TX),TX
"Dallas, TX",Grand Prairie,,TX
"Dallas, TX",Greenville,Hunt County (TX),TX
"Dallas, TX",Greenville,,TX
"Dallas, TX",Irving,Dallas County (TX),TX
"Dallas, TX",Irving,,TX
"Dallas, TX",Lancaster,,TX
"Dallas, TX",Lewisville,Denton County (TX),TX
"Dallas, TX",Mabank,Kaufman County (TX),TX
"Dallas, TX",McKinney,Collin County (TX),TX
"Dallas, TX",Mckinney,Collin County (TX),TX
"Dallas, TX",Mckinney,,TX
"Dallas, TX",Mesquite,Dallas County (TX),TX
"Dallas, TX",Plano,Collin County (TX),TX
"Dallas, TX",Plano,,TX
"Dallas, TX",Red Oak,Ellis County (TX),TX
"Dallas, TX",Richardson,Dallas County (TX),TX
"Dallas, TX",Richardson,,TX
"Dallas, TX",Roanoke,Denton County (TX),TX
"Dallas, TX",Rockwall,,TX
"Dallas, TX",Rowlett,Dallas County (TX),TX
"Dallas, TX",Southlake,,TX
"Dallas, TX",Terrell,Kaufman County (TX),TX
"Dallas, TX",The Colony,Denton County (TX),TX
"Dallas, TX",Waxahachie,Ellis County (TX),TX
"Dayton/Springfield, OH",Beavercreek,Greene County (OH),OH
"Dayton/Springfield, OH",Dayton,Greene County (OH),OH
"Dayton/Springfield, OH",Dayton,Montgomery County (OH),OH
"Dayton/Springfield, OH",Dayton,,OH
"Dayton/Springfield, OH",Englewood,Montgomery County (OH),OH
"Dayton/Springfield, OH",Fairborn,Greene County (OH),OH
"Dayton/Springfield, OH",Fairborn,,OH
"Dayton/Springfield, OH",Miamisburg,Montgomery County (OH),OH
"Dayton/Springfield, OH",Miamisburg,,OH
"Dayton/Springfield, OH",Piqua,Miami County (OH),OH
"Dayton/Springfield, OH",Springfield,Clark County (OH),OH
"Dayton/Springfield, OH",Troy,Miami County (OH),OH
"Daytona Beach, FL",Daytona Beach,Volusia County (FL),FL
"Daytona Beach, FL",Daytona Beach,,FL
"Daytona Beach, FL",Daytona Beach Shores,Volusia County (FL),FL
"Daytona Beach, FL",De Land,Volusia County (FL),FL
"Daytona Beach, FL",Orange City,Volusia County (FL),FL
"Daytona Beach, FL",Ormond Beach,Volusia County (FL),FL
"Daytona Beach, FL",Ormond Beach,,FL
"Daytona Beach, FL",Palm Coast,,FL
Delaware,Dover,Kent County (DE),DE
Delaware,Georgetown,Sussex County (DE),DE
Delaware,Harrington,,DE
Delaware,Lewes,Sussex County (DE),DE
Delaware,Milford,,DE
Delaware,New Castle,New Castle County (DE),DE
Delaware,Newark,New Castle County (DE),DE
Delaware,North East,Cecil County (MD),MD
Delaware,Rehoboth Beach,Sussex County (DE),DE
Delaware,Seaford,Sussex County (DE),DE
Delaware,Smyrna,,DE
"Denver, CO",Aurora,Adams County (CO),CO
"Denver, CO",Aurora,Arapahoe County (CO),CO
"Denver, CO",Aurora,,CO
"Denver, CO",Brighton,Adams County (CO),CO
"Denver, CO",Brighton,,CO
"Denver, CO",Castle Rock,Douglas County (CO),CO
"Denver, CO",Centennial,,CO
"Denver, CO",Denver,Denver County (CO),CO
"Denver, CO",Denver,,CO
"Denver, CO",Englewood,Arapahoe County (CO),CO
"Denver, CO",Englewood,,CO
"Denver, CO",Evergreen,Jefferson County (CO),CO
"Denver, CO",Golden,Jefferson County (CO),CO
"Denver, CO",Greenwood Village,Arapahoe County (CO),CO
"Denver, CO",Highlands Ranch,Douglas County (CO),CO
"Denver, CO",Lakewood,Jefferson County (CO),CO
"Denver, CO",Westminster,Adams County (CO),CO
"Denver, CO",Westminster,,CO
"Denver, CO",Wheat Ridge,Jefferson County (CO),CO
"Des Moines, IA",Altoona,Polk County (IA),IA
"Des Moines, IA",Altoona,,IA
"Des Moines, IA",Ankeny,Polk County (IA),IA
"Des Moines, IA",Ankeny,,IA
"Des Moines, IA",Des Moines,Polk County (IA),IA
"Des Moines, IA",Indianola,Warren County (IA),IA
"Des Moines, IA",Pleasant Hill,Polk County (IA),IA
"Des Moines, IA",Pleasant Hill,,IA
"Des Moines, IA",Urbandale,Polk County (IA),IA
"Des Moines, IA",West Des Moines,,IA
"Detroit, MI",Allen Park,,MI
"Detroit, MI",Auburn Hills,Oakland County (MI),MI
"Detroit, MI",Canton,Wayne County (MI),MI
"Detroit, MI",Canton,,MI
"Detroit, MI",Dearborn,Wayne County (MI),MI
"Detroit, MI",Detroit,,MI
"Detroit, MI",Dundee,Monroe County (MI),MI
"Detroit, MI",Farmington Hills,Oakland County (MI),MI
"Detroit, MI",Livonia,Wayne County (MI),MI
"Detroit, MI",Madison Heights,Oakland County (MI),MI
"Detroit, MI",Milan,Monroe County (MI),MI
"Detroit, MI",Monroe,Monroe County (MI),MI
"Detroit, MI",Plymouth,Wayne County (MI),MI
"Detroit, MI",Port Huron,St. Clair County (MI),MI
"Detroit, MI",Rochester Hills,,MI
"Detroit, MI",Romulus,Wayne County (MI),MI
"Detroit, MI",Southfield,Oakland County (MI),MI
"Detroit, MI",Southgate,Wayne County (MI),MI
"Detroit, MI",Taylor,Wayne County (MI),MI
"Detroit, MI",Troy,Oakland County (MI),MI
"Detroit, MI",Utica,Macomb County (MI),MI
"Detroit, MI",Warren,Macomb County (MI),MI
"Detroit, MI",Waterford,Oakland County (MI),MI
"Detroit, MI",Wixom,Oakland County (MI),MI
Florida Central,Alachua,Alachua County (FL),FL
Florida Central,Avon Park,Highlands County (FL),FL
Florida Central,Bushnell,,FL
Florida Central,Chiefland,Levy County (FL),FL
Florida Central,Crystal River,Citrus County (FL),FL
Florida Central,Davenport,Polk County (FL),FL
Florida Central,Davenport,,FL
Florida Central,Dunnellon,,FL
Florida Central,Fort Pierce,St. Lucie County (FL),FL
Florida Central,Gainesville,Alachua County (FL),FL
Florida Central,Gainesville,,FL
Florida Central,Haines City,Polk County (FL),FL
Florida Central,Hernando,Citrus County (FL),FL
Florida Central,Lakeland,Polk County (FL),FL
Florida Central,Lakeland,,FL
Florida Central,Naples,Collier County (FL),FL
Florida Central,Naples,,FL
Florida Central,Ocala,Marion County (FL),FL
Florida Central,Ocala,,FL
Florida Central,Palatka,Putnam County (FL),FL
Florida Central,Port Charlotte,Charlotte County (FL),FL
Florida Central,Port Saint Lucie,St. Lucie County (FL),FL
Florida Central,Punta Gorda,,FL
Florida Central,Sebring,Highlands County (FL),FL
Florida Central,Stuart,Martin County (FL),FL
Florida Central,Stuart,,FL
Florida Central,Vero Beach,Indian River County (FL),FL
Florida Central,Wildwood,Sumter County (FL),FL
Florida Central,Winter Haven,,FL
Florida Keys,Marathon,Monroe County (FL),FL
Florida Panhandle,Apalachicola,,FL
Florida Panhandle,Bonifay,,FL
Florida Panhandle,Callaway,,FL
Florida Panhandle,Chipley,Washington County (FL),FL
Florida Panhandle,Crestview,Okaloosa County (FL),FL
Florida Panhandle,Defuniak Springs,Walton County (FL),FL
Florida Panhandle,Destin,Walton County (FL),FL
Florida Panhandle,Destin,,FL
Florida Panhandle,Fort Walton Beach,Okaloosa County (FL),FL
Florida Panhandle,Fort Walton Beach,,FL
Florida Panhandle,Gulf Breeze,Santa Rosa County (FL),FL
Florida Panhandle,Lake City,Columbia County (FL),FL
Florida Panhandle,Live Oak,Suwannee County (FL),FL
Florida Panhandle,Marianna,Jackson County (FL),FL
Florida Panhandle,Marianna,,FL
Florida Panhandle,Midway,Gadsden County (FL),FL
Florida Panhandle,Monticello,Jefferson County (FL),FL
Florida Panhandle,Niceville,Okaloosa County (FL),FL
Florida Panhandle,Panama City,Bay County (FL),FL
Florida Panhandle,Panama City,,FL
Florida Panhandle,Panama City Beach,Bay County (FL),FL
Florida Panhandle,Pensacola,Escambia County (FL),FL
Florida Panhandle,Pensacola,,FL
Florida Panhandle,Perry,Taylor County (FL),FL
Florida Panhandle,Perry,,FL
Florida Panhandle,Port Saint Joe,Gulf County (FL),FL
Florida Panhandle,Quincy,,FL
Florida Panhandle,Tallahassee,Leon County (FL),FL
Florida Panhandle,Tallahassee,,FL
"Fort Lauderdale, FL",Dania,Broward County (FL),FL
"Fort Lauderdale, FL",Dania,,FL
"Fort Lauderdale, FL",Dania Beach,Broward County (FL),FL
"Fort Lauderdale, FL",Dania Beach,,FL
"Fort Lauderdale, FL",Davie,,FL
"Fort Lauderdale, FL",Deerfield Beach,Broward County (FL),FL
"Fort Lauderdale, FL",Deerfield Beach,,FL
"Fort Lauderdale, FL",Fort Lauderdale,Broward County (FL),FL
"Fort Lauderdale, FL",Hollywood,Broward County (FL),FL
"Fort Lauderdale, FL",Hollywood,,FL
"Fort Lauderdale, FL",Miramar,,FL
"Fort Lauderdale, FL",Tamarac,Broward County (FL),FL
"Fort Lauderdale, FL",Tamarac,,FL
"Fort Lauderdale, FL",Weston,Broward County (FL),FL
"Fort Myers, FL",Fort Myers,Lee County (FL),FL
"Fort Myers, FL",Fort Myers,,FL
"Fort Myers, FL",Lehigh Acres,,FL
"Fort Worth/Arlington, TX",Alvarado,Johnson County (TX),TX
"Fort Worth/Arlington, TX",Arlington,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",Arlington,,TX
"Fort Worth/Arlington, TX",Benbrook,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",Burleson,Johnson County (TX),TX
"Fort Worth/Arlington, TX",Cleburne,Johnson County (TX),TX
"Fort Worth/Arlington, TX",Forest Hill,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",Forest Hill,,TX
"Fort Worth/Arlington, TX",Fort Worth,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",Fort Worth,,TX
"Fort Worth/Arlington, TX",Granbury,Hood County (TX),TX
"Fort Worth/Arlington, TX",Grapevine,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",Mansfield,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",North Richland Hills,,TX
"Fort Worth/Arlington, TX",Southlake,,TX
"Fort Worth/Arlington, TX",Weatherford,Parker County (TX),TX
"Fort Worth/Arlington, TX",White Settlement,Tarrant County (TX),TX
"Fort Worth/Arlington, TX",Willow Park,,TX
Georgia North,Athens,Clarke County (GA),GA
Georgia North,Athens,Oconee County (GA),GA
Georgia North,Athens,,GA
Georgia North,Blairsville,Union County (GA),GA
Georgia North,Blue Ridge,Fannin County (GA),GA
Georgia North,Bremen,Haralson County (GA),GA
Georgia North,Calhoun,,GA
Georgia North,Cedartown,,GA
Georgia North,Clayton,Rabun County (GA),GA
Georgia North,Commerce,Jackson County (GA),GA
Georgia North,Commerce,,GA
Georgia North,Dahlonega,Lumpkin County (GA),GA
Georgia North,Dalton,Whitfield County (GA),GA
Georgia North,Dawsonville,,GA
Georgia North,East Ellijay,,GA
Georgia North,Gainesville,,GA
Georgia North,Greensboro,,GA
Georgia North,Hartwell,,GA
Georgia North,Helen,White County (GA),GA
Georgia North,Jefferson,Jackson County (GA),GA
Georgia North,Lavonia,,GA
Georgia North,Madison,Morgan County (GA),GA
Georgia North,Oakwood,Hall County (GA),GA
Georgia North,Rockmart,Polk County (GA),GA
Georgia North,Rome,Floyd County (GA),GA
Georgia North,Toccoa,,GA
Georgia North,Washington,,GA
Georgia South,Albany,Dougherty County (GA),GA
Georgia South,Americus,Sumter County (GA),GA
Georgia South,Americus,,GA
Georgia South,Bainbridge,Decatur County (GA),GA
Georgia South,Baxley,,GA
Georgia South,Blackshear,Pierce County (GA),GA
Georgia South,Brunswick,Glynn County (GA),GA
Georgia South,Columbus,Muscogee County (GA),GA
Georgia South,Columbus,,GA
Georgia South,Cordele,Crisp County (GA),GA
Georgia South,Cordele,,GA
Georgia South,Cuthbert,,GA
Georgia South,Darien,McIntosh County (GA),GA
Georgia South,Darien,,GA
Georgia South,Donalsonville,Seminole County (GA),GA
Georgia South,Douglas,Coffee County (GA),GA
Georgia South,Dublin,Laurens County (GA),GA
Georgia South,Dublin,,GA
Georgia South,Eastman,Dodge County (GA),GA
Georgia South,Fitzgerald,Ben Hill County (GA),GA
Georgia South,Forsyth,Monroe County (GA),GA
Georgia South,Forsyth,,GA
Georgia South,Hinesville,Liberty County (GA),GA
Georgia South,Hinesville,,GA
Georgia South,Jekyll Island,Glynn County (GA),GA
Georgia South,Jesup,Wayne County (GA),GA
Georgia South,Kingsland,Camden County (GA),GA
Georgia South,Kingsland,,GA
Georgia South,La Grange,,GA
Georgia South,LaGrange,Troup County (GA),GA
Georgia South,Lagrange,Troup County (GA),GA
Georgia South,Lagrange,,GA
Georgia South,Milledgeville,Baldwin County (GA),GA
Georgia South,Moultrie,Colquitt County (GA),GA
Georgia South,Sandersville,,GA
Georgia South,Statesboro,Bulloch County (GA),GA
Georgia South,Swainsboro,,GA
Georgia South,Thomaston,Upson County (GA),GA
Georgia South,Thomasville,Thomas County (GA),GA
Georgia South,Tifton,Tift County (GA),GA
Georgia South,Valdosta,Lowndes County (GA),GA
Georgia South,Valdosta,,GA
Georgia South,Vidalia,Toombs County (GA),GA
Georgia South,Waycross,Ware County (GA),GA
Georgia South,Waynesboro,Burke County (GA),GA
Georgia South,Waynesboro,,GA
Grand Rapids & Michigan West,Allendale,Ottawa County (MI),MI
Grand Rapids & Michigan West,Comstock Park,Kent County (MI),MI
Grand Rapids & Michigan West,Coopersville,Ottawa County (MI),MI
Grand Rapids & Michigan West,Grand Haven,Ottawa County (MI),MI
Grand Rapids & Michigan West,Grand Rapids,Kent County (MI),MI
Grand Rapids & Michigan West,Grand Rapids,,MI
Grand Rapids & Michigan West,Grandville,Kent County (MI),MI
Grand Rapids & Michigan West,Grandville,,MI
Grand Rapids & Michigan West,Holland,Ottawa County (MI),MI
Grand Rapids & Michigan West,Holland,,MI
Grand Rapids & Michigan West,Hudsonville,Ottawa County (MI),MI
Grand Rapids & Michigan West,Muskegon,Muskegon County (MI),MI
Grand Rapids & Michigan West,Norton Shores,,MI
Grand Rapids & Michigan West,Plainwell,Allegan County (MI),MI
Grand Rapids & Michigan West,Walker,Kent County (MI),MI
Grand Rapids & Michigan West,Whitehall,Muskegon County (MI),MI
Grand Rapids & Michigan West,Wyoming,,MI
"Greensboro/Winston Salem, NC",Archdale,Guilford County (NC),NC
"Greensboro/Winston Salem, NC",Archdale,,NC
"Greensboro/Winston Salem, NC",Asheboro,Randolph County (NC),NC
"Greensboro/Winston Salem, NC",Asheboro,,NC
"Greensboro/Winston Salem, NC",Burlington,Alamance County (NC),NC
"Greensboro/Winston Salem, NC",Clemmons,,NC
"Greensboro/Winston Salem, NC",Graham,Alamance County (NC),NC
"Greensboro/Winston Salem, NC",Greensboro,Guilford County (NC),NC
"Greensboro/Winston Salem, NC",Greensboro,,NC
"Greensboro/Winston Salem, NC",Jonesville,Yadkin County (NC),NC
"Greensboro/Winston Salem, NC",Jonesville,,NC
"Greensboro/Winston Salem, NC",Kernersville,Forsyth County (NC),NC
"Greensboro/Winston Salem, NC",Lexington,Davidson County (NC),NC
"Greensboro/Winston Salem, NC",Mocksville,,NC
"Greensboro/Winston Salem, NC",Thomasville,Davidson County (NC),NC
"Greensboro/Winston Salem, NC",Whitsett,Guilford County (NC),NC
"Greensboro/Winston Salem, NC",Winston Salem,Forsyth County (NC),NC
"Greensboro/Winston Salem, NC",Winston Salem,,NC
"Greensboro/Winston Salem, NC",Winston-Salem,Forsyth County (NC),NC
"Greenville/Spartanburg, SC",Anderson,Anderson County (SC),SC
"Greenville/Spartanburg, SC",Anderson,,SC
"Greenville/Spartanburg, SC",Clemson,Pickens County (SC),SC
"Greenville/Spartanburg, SC",Duncan,Spartanburg County (SC),SC
"Greenville/Spartanburg, SC",Duncan,,SC
"Greenville/Spartanburg, SC",Easley,Pickens County (SC),SC
"Greenville/Spartanburg, SC",Gaffney,Cherokee County (SC),SC
"Greenville/Spartanburg, SC",Gaffney,,SC
"Greenville/Spartanburg, SC",Greenville,Greenville County (SC),SC
"Greenville/Spartanburg, SC",Greenville,,SC
"Greenville/Spartanburg, SC",Greer,Greenville County (SC),SC
"Greenville/Spartanburg, SC",Greer,,SC
"Greenville/Spartanburg, SC",Piedmont,,SC
"Greenville/Spartanburg, SC",Simpsonville,Greenville County (SC),SC
"Greenville/Spartanburg, SC",Simpsonville,,SC
"Greenville/Spartanburg, SC",Spartanburg,Spartanburg County (SC),SC
"Greenville/Spartanburg, SC",Spartanburg,,SC
"Harrisburg, PA",Carlisle,Cumberland County (PA),PA
"Harrisburg, PA",Carlisle,,PA
"Harrisburg, PA",Enola,Cumberland County (PA),PA
"Harrisburg, PA",Grantville,Dauphin County (PA),PA
"Harrisburg, PA",Harrisburg,Dauphin County (PA),PA
"Harrisburg, PA",Harrisburg,,PA
"Harrisburg, PA",Hershey,Dauphin County (PA),PA
"Harrisburg, PA",Hummelstown,Dauphin County (PA),PA
"Harrisburg, PA",Jonestown,Lebanon County (PA),PA
"Harrisburg, PA",Lebanon,,PA
"Harrisburg, PA",Mechanicsburg,Cumberland County (PA),PA
"Harrisburg, PA",Middletown,,PA
"Harrisburg, PA",Myerstown,Lebanon County (PA),PA
"Harrisburg, PA",New Cumberland,Cumberland County (PA),PA
"Harrisburg, PA",Shippensburg,Cumberland County (PA),PA
"Harrisburg, PA",Shippensburg,,PA
"Harrisburg, PA",Wormleysburg,Cumberland County (PA),PA
"Hartford, CT",Cromwell,Middlesex County (CT),CT
"Hartford, CT",East Hartford,Hartford County (CT),CT
"Hartford, CT",East Windsor,Hartford County (CT),CT
"Hartford, CT",Hartford,,CT
"Hartford, CT",Milldale,Hartford County (CT),CT
"Hartford, CT",Old Saybrook,Middlesex County (CT),CT
"Hartford, CT",Southington,Hartford County (CT),CT
"Hartford, CT",Wethersfield,Hartford County (CT),CT
"Hartford, CT",Willington,Tolland County (CT),CT
"Hartford, CT",Windsor Locks,Hartford County (CT),CT
"Houston, TX",Baytown,Harris County (TX),TX
"Houston, TX",Baytown,,TX
"Houston, TX",Channelview,Harris County (TX),TX
